title,abs_journal,status
Eclipsing millisecond pulsars with He star companions,The Astrophysical Journal,success
A model of magnetised and rotating convection for stellar and planetary interiors,arXiv e-prints,success
Galaxy-scale lens search in the PEARLS NEP TDF and CEERS JWST fields,Monthly Notices of the Royal Astronomical Society,success
The Backup Program of the Dark Energy Spectroscopic Instrument's Milky Way Survey,arXiv e-prints,success
Extensions of Brown Hamiltonian-I. A high-accuracy model for von Zeipel-Lidov-Kozai oscillations,Monthly Notices of the Royal Astronomical Society,success
Quantifying Chromosphere Response to Flare Energy Release Using AIA Observations in 1600~Å and 304~Å Passbands,Solar Physics,success
The plunging region of a thin accretion disc around a Schwarzschild black hole,Monthly Notices of the Royal Astronomical Society,success
XXII. Accurate stellar velocity dispersions of the SL2S lens sample and the lensing mass fundamental plane,arXiv e-prints,success
A luminous and hot infrared through X-ray transient at a 5 kpc offset from a dwarf galaxy,arXiv e-prints,success
"FUOr-Aur 0544+3330: A New YSO Outburst in the Outskirts of Auriga OB1, Viewed Face-On",The Astrophysical Journal,success
Dust Evolution in Simulated Multi-phase Galactic Outflows,arXiv e-prints,success
Dynamical Properties and Velocity Dispersion-Mass Relation of $z \sim 1$ Galaxy Clusters from the GOGREEN and GCLASS Surveys,The Astrophysical Journal,success
"PIRATES -- a machine-learning framework for polarized, interferometric image reconstruction",arXiv e-prints,success
Idealized Global Models of Accretion Disks with Strong Toroidal Magnetic Fields,arXiv e-prints,success
Cloudy mornings and clear evenings on a giant extrasolar world,arXiv e-prints,success
Frequency and Abundance of Binary sUpermassive bLack holes from Optical Variability Surveys (FABULOVS): Hubble Space Telescope Imaging of Radial-Velocity Selected Binary Candidates,The Astrophysical Journal,success
Investigating Variations in Solar Differential Rotation by Helioseismology,The Astrophysical Journal,success
Origins of Carbon Dust in a JWST-Observed Primeval Galaxy at $z\sim$6.7,The Astrophysical Journal,success
A Cosmic Miracle: A Remarkably Luminous Galaxy at $z_{\rm{spec}}=14.44$ Confirmed with JWST,arXiv e-prints,success
Th/Eu abundance ratio of red giants in the Kepler Field,Astronomy and Astrophysics,success
Prototype sub-wavelength structure anti-reflection coating on alumina filters for ground-based CMB telescopes,arXiv e-prints,success
The Composite Spectrum of the Little Red Dots from an Inner Standard Disk and an Outer Gravitationally Unstable Disk,arXiv e-prints,success
SYMPHANY- SYnergy of Molecular PHase And Neutral hYdrogen in galaxies in A2626,arXiv e-prints,success
Robustness of Pairwise Kinematic SZ Effect to Optical Cluster Selection Bias,arXiv e-prints,success
Accretion of self-interacting dark matter onto supermassive black holes,Astronomy and Astrophysics,success
Implementation of CR Energy SPectrum (CRESP) algorithm in PIERNIK MHD code. II. Propagation of Primary and Secondary nuclei in a magneto-hydrodynamical environment,arXiv e-prints,success
Eclipsing white dwarf from the Zwicky Transient Facility: II. Seven eclipsing double white dwarfs,arXiv e-prints,success
"The PAU Survey: Measuring intrinsic galaxy alignments in deep wide fields as a function of colour, luminosity, stellar mass and redshift",Monthly Notices of the Royal Astronomical Society,success
Lomb-Scargle periodograms struggle with non-sinusoidal supermassive BH binary signatures in quasar lightcurves,arXiv e-prints,success
Thermal emission effect on Chandrasekhar's $H(μ)$-function for isotropic scattering in semi-infinite atmosphere problem,arXiv e-prints,success
A Census of Compact Elliptical Galaxies in the Coma Cluster,The Astrophysical Journal,success
A rapid black hole spin or emission from the plunging region?,Monthly Notices of the Royal Astronomical Society,success
Modelling the evolution and influence of dust in cosmological simulations that include the cold phase of the interstellar medium,Monthly Notices of the Royal Astronomical Society,success
The Dichotomy in the Nuclear and Host Galaxy Properties of High-redshift Quasars,arXiv e-prints,success
Low-Metallicity Star Formation Survey in Sh2-284 (LZ-STAR). II. The inital mass function,arXiv e-prints,success
"Insufficient evidence for DMS and DMDS in the atmosphere of K2-18 b. From a joint analysis of JWST NIRISS, NIRSpec, and MIRI observations",Astronomy and Astrophysics,success
The CHIME/FRB Discovery of the Extremely Active Fast Radio Burst Source FRB 20240114A,arXiv e-prints,success
$\texttt{SwiftC}_\ell$: fast differentiable angular power spectra beyond Limber,arXiv e-prints,success
Bayesian reconstruction of primordial perturbations from induced gravitational waves,arXiv e-prints,success
The stellar evolution perspective on the metallicity dependence of classical Cepheid Leavitt laws,Astronomy and Astrophysics,success
A Be star-black hole binary with a wide orbit from LAMOST time-domain survey,arXiv e-prints,success
Effect of positronium on the $γ$-ray spectra and energy deposition in Type Ia supernovae,The Astrophysical Journal,success
The Co-Evolution of Stellar Wind-blown Bubbles and Photoionized Gas II: 3D RMHD Simulations and Tests of Semi-Analytic Models,The Astrophysical Journal,success
Solar C/O ratio in planet-forming gas at 1 au in a highly irradiated disk,Nature Astronomy,success
Libration of Pluto's argument of perihelion and the role of the major planets,Celestial Mechanics and Dynamical Astronomy,success
The Sunspot Solar Observatory Data Archive: Continuing Operations at the Dunn Solar Telescope,Solar Physics,success
Ito calculus meets the Hubble tension: Effects of small-scale electron density fluctuations on the CMB anisotropies,Monthly Notices of the Royal Astronomical Society,success
Correcting for the effects of the point spread function in intra-halo light measurements and application to deep Hyper Suprime-Cam data,arXiv e-prints,success
Evolution of Gas Velocity Dispersion in Discs from $z\sim8$ to $z\sim0.5$,Monthly Notices of the Royal Astronomical Society,success
Hydrodynamic simulations of black hole evolution in AGN discs I: orbital alignment of highly inclined satellites,Monthly Notices of the Royal Astronomical Society,success
Exploring Year-timescale Gamma-ray Quasi-Periodic Oscillations in Blazars: Evidence for Supermassive Binary Black Holes Scenario,arXiv e-prints,success
The Intracluster Light of Abell 3667: Unveiling an Optical Bridge in LSST Precursor Data,The Astrophysical Journal,success
Applying the Principles of Universal Design to Make Astronomy More Accessible,arXiv e-prints,success
Turbulence in Primordial Dark Matter Halos and Its Impact on the First Star Formation,arXiv e-prints,success
Gone with the Wind: JWST-MIRI Unveils a Strong Outflow from the Quiescent Stellar-Mass Black Hole A0620-00,The Astrophysical Journal,success
Cosmology with Topological Deep Learning,The Astrophysical Journal,success
Hydrodynamic simulations of black hole evolution in AGN discs II: inclination damping for partially embedded satellites,Monthly Notices of the Royal Astronomical Society,success
Ground Calibration Result of the Wide-field X-ray Telescope (WXT) onboard the Einstein Probe,Experimental Astronomy,success
An upper limit of 10$^6$ M$_\odot$ in dust from ALMA observations in 60 Little Red Dots,The Astrophysical Journal,success
Formation of supermassive stars in the first stellar clusters: Dependence on the gas temperature,Astronomy and Astrophysics,success
Magnetothermal evolution of neutron star cores in the `weak-coupling' regime: implications of ambipolar diffusion for the quiescent X-ray luminosity of magnetars,Physical Review D,success
Two Periodic Activity Epochs in FRB 20201124A: Coincident with Critical RM Evolution Epochs and Its Implications,arXiv e-prints,success
Enhanced Merger Fractions in a Reionization-Era Protocluster,Research Notes of the American Astronomical Society,success
Eccentric millisecond pulsar + subdwarf B star from rotationally delayed accretion-induced-collapse scenario,arXiv e-prints,success
The Stripped-Star Ultraviolet Magellanic Cloud Survey (SUMS): The UV Photometric Catalog and Stripped Star Candidate Selection,arXiv e-prints,success
Mesoscale Turbulence in Type Ia Supernova Deflagrations: Buoyancy-Driven Fuel Heating and Prospects for Delayed-Detonations,Monthly Notices of the Royal Astronomical Society,success
SpecpolFlow: a new software package for spectropolarimetry using Python,The Journal of Open Source Software,success
Influence of Dark Matter on the Formation of Biogenic Elements in Early Universe Stars,N/A,not_found
The Three Hundred Project: Modeling Baryon and Hot-Gas Fraction Evolution in Simulated Clusters,Astronomy and Astrophysics,success
"The James Webb Space Telescope NIRSpec-PRISM Transmission Spectrum of the Super-Puff, Kepler-51d",arXiv e-prints,success
NEXUS: A Spectroscopic Census of Broad-line AGNs and Little Red Dots at $3\lesssim z\lesssim 6$,arXiv e-prints,success
Exploring the Sagittarius stream with RR Lyrae Stars from Gaia Data Release 3,Astronomy and Astrophysics,success
On the chaos induced by the Galactic bar on the orbits of nearby halo stars,Astronomy and Astrophysics,success
Realistic Multi-temperature Dust: How Well Can We Constrain the Dust Properties of High-redshift Galaxies?,Monthly Notices of the Royal Astronomical Society,success
X-Ray spectroscopy and timing (XSPECT) experiment on XPoSat -- instrument configuration and science prospects,"Journal of Astronomical Telescopes, Instruments, and Systems",success
Tools for Characterizing the Numerical Error of Stellar Oscillation Codes,The Astrophysical Journal,success
Asteroseismic mass and radius of the naked-eye red giant HD145250,Research Notes of the American Astronomical Society,success
Gaseous Dynamical Friction on Hyperbolic Scatterings,arXiv e-prints,success
SAPPHIRES: Extremely Metal-Poor Galaxy Candidates with $12+{\rm log(O/H)}<7.0$ at $z\sim5-7$ from Deep JWST/NIRCam Grism Observations,arXiv e-prints,success
CHEX-MATE: exploring the kinematical properties of Planck galaxy clusters,Astronomy and Astrophysics,success
Many body effects in the line radiative transfer equation,arXiv e-prints,success
Barycenter kinematics in Local Group analogues,arXiv e-prints,success
The Sonora Substellar Atmosphere Models. V: A Correction to the Disequilibrium Abundance of CO$_2$ for Sonora Elf Owl,Research Notes of the American Astronomical Society,success
dfreproject: A Python package for astronomical reprojection,The Journal of Open Source Software,success
A Wide-band High-frequency Type-II Solar Radio Burst,Astronomy and Astrophysics,success
It's not just a phase: oblique pulsations in magnetic red giants and other stochastic oscillators,The Astrophysical Journal,success
The Physical Nature of the Off-centered Extended Emission Associated with the Little Red Dots,The Astrophysical Journal,success
A chemically etched D-band waveguide orthomode transducer for CMB measurements,arXiv e-prints,success
Solar Coronal Heating: Role of Kinetic and Inertial Alfvén Waves in Heating and Charged Particle Acceleration,Monthly Notices of the Royal Astronomical Society,success
Subaru High-z Exploration of Low-Luminosity Quasars (SHELLQs) XXII. Chandra observations of narrow-line quasar candidates at z>6,arXiv e-prints,success
"Gravitational Lenses in UNIONS and Euclid (GLUE) I: A Search for Strong Gravitational Lenses in UNIONS with Subaru, CFHT, and Pan-STARRS Data",arXiv e-prints,success
Late-blooming magnetars: awakening as ultra-long period objects after a dormant cooling epoch,arXiv e-prints,success
Final Moments III: Explosion Properties and Progenitor Constraints of CSM-Interacting Type II Supernovae,The Astrophysical Journal,success
First Light and Reionization Epoch Simulations (FLARES) -- XVIII: the ionising emissivities and hydrogen recombination line properties of early AGN,arXiv e-prints,success
"KMT-2022-BLG-1818Lb,c: A Cold Super-Jupiter with a Saturn Sibling",The Astronomical Journal,success
Non-Stationary Discs and Instabilities,Space Science Reviews,success
Environment of SDSS quasars at $z=0.4$$-$$1.0$ explored by Subaru HSC,The Astrophysical Journal,success
Euclid preparation. The impact of redshift interlopers on the two-point correlation function analysis,arXiv e-prints,success
"Reassessing the ZTF Volume-Limited Type Ia Supernova Sample and Its Implications for Continuous, Dust-Dependent Models of Intrinsic Scatter",The Astrophysical Journal,success
A data-driven approach for star formation parameterization using symbolic regression,The Astrophysical Journal,success
Scintillometry of Fast Radio Bursts: Resolution effects in two-screen models,Astronomy and Astrophysics,success
Magnetic precession as a model for QPOs in PULXs: flat-top noise ULXs are different,Astronomy and Astrophysics,success
The CRESST experiment: towards the next-generation of sub-GeV direct dark matter detection,arXiv e-prints,success
Very Late-Time JWST and Keck Spectra of the Oxygen-Rich Supernova 1995N,The Astrophysical Journal,success
Comparative Biosignatures,arXiv e-prints,success
Bridging the Atmospheric Circulations of Hot and Warm Giant Exoplanets,The Astrophysical Journal,success
Reconstructing the Free-floating Planet Mass Function with the Nancy Grace Roman Space Telescope,arXiv e-prints,success
AT 2019aalc: a Bowen Fluorescence Flare With a Precursor Flare in an Active Galactic Nucleus,The Astrophysical Journal,success
Chromatic Effects on the PSF and Shear Measurement for the Roman Space Telescope High-Latitude Wide Area Survey,Monthly Notices of the Royal Astronomical Society,success
Thermal evolution model from cometary nuclei to asteroids considering contraction associated with ice sublimation,Publications of the Astronomical Society of Japan,success
Denoising weak lensing mass maps with diffusion model: systematic comparison with generative adversarial network,arXiv e-prints,success
Modeling Metric Gyrosynchrotron Radio Emission From the Quiet Solar Corona,arXiv e-prints,success
SHAPE: cosmology with cluster halo intrinsic alignments from subhalo distributions,arXiv e-prints,success
X-ray Emission Signatures of Neutron Star Mergers,arXiv e-prints,success
Constraints on Inflationary Gravitational Waves with Two Years of SPT-3G Data,Physical Review D,success
"Abundant Population of Broad H$α$ Emitters in the GOODS-N Field Revealed by CONGRESS, FRESCO, and JADES",arXiv e-prints,success
Photometry and Spectroscopy of SN 2024pxl: A Luminosity Link Among Type Iax Supernovae,arXiv e-prints,success
Redshift Assessment Infrastructure Layers (RAIL): Rubin-era photometric redshift stress-testing and at-scale production,arXiv e-prints,success
Radiative magnetohydrodynamics simulation of minidisks in equal-mass massive black hole binaries,The Astrophysical Journal,success
Carbon from massive binary-stripped stars over cosmic time: effect of metallicity,Astronomy and Astrophysics,success
Early Shock-Cooling Observations and Progenitor Constraints of Type IIb SN 2024uwq,The Astrophysical Journal,success
Weighted FFT estimators for 1D and 3D correlations of the Lyman-$α$ forest,Journal of Cosmology and Astroparticle Physics,success
Mass-dependent chemical enrichment sequences of SDSS star-forming galaxies out to z~0.3 revealed by direct O & Ar abundances,arXiv e-prints,success
Identifying Doppelganger Active Galactic Nuclei across redshifts from spectroscopic surveys,Research Notes of the American Astronomical Society,success
The mass-morphology relation of TNG50 galaxies,Astronomy and Astrophysics,success
"The Boost Operator: Properties, Computation and Applications",arXiv e-prints,success
Supernova remnants in super bubbles as cosmic ray accelerators,Astronomy and Astrophysics,success
The THESAN-ZOOM project: Star formation efficiency from giant molecular clouds to galactic scale in high-redshift starbursts,Monthly Notices of the Royal Astronomical Society,success
On the Presence of Angular-Velocity Offsets in Disk Galaxies,Monthly Notices of the Royal Astronomical Society,success
Formation and Early Evolution of Protoplanetary Disks under Nonuniform Cosmic-Ray Ionization,The Astrophysical Journal,success
The slow brightening of WNTR23bzdiq / WTP19aalzlk : Possible onset of common-envelope evolution in an asymptotic giant branch star?,The Astrophysical Journal,success
Homogeneous measurements of proximity zone sizes for 59 quasars in the Epoch of Reionization,arXiv e-prints,success
Beyond the Power Spectrum: A New Framework for Non-Stationary Fields with Applications to Light-Cone Effects in Line Intensity Mapping,arXiv e-prints,success
TASSIE: a TASmanian Search for Inclined Exoplanets,Publications of the Astronomical Society of Australia,success
Radiation and Magnetic Pressure Support in Accretion Disks around Supermassive Black Holes and The Physical Origin of the Extreme Ultraviolet to Soft X-ray Spectrum,The Astrophysical Journal,success
FEAST: JWST uncovers the emerging timescales of young star clusters in M83,The Astrophysical Journal,success
"Galaxies in the Epoch of Reionization Are All Bark and No Bite -- Plenty of Ionizing Photons, Low Escape Fractions",arXiv e-prints,success
A fundamental limit to how close binary systems can get via stable mass transfer shapes the properties of binary black hole mergers,arXiv e-prints,success
Black hole spectral states revealed in GRMHD simulations with texture memory accelerated cooling,arXiv e-prints,success
Suppression of Shock X-ray Emission in Novae from Turbulent Mixing with Cool Gas,The Astrophysical Journal,success
Structured ionized winds shooting out from a quasar at relativistic speeds,Nature,success
SMIET: Fast and accurate synthesis of radio pulses from extensive air shower using simulated templates,Astroparticle Physics,success
Digging Deeper for RR Lyrae Stars with Low Modulation Amplitudes,Astronomy and Astrophysics,success
S241125n: Binary Black Hole Merger Produces Short GRB in AGN Disk,arXiv e-prints,success
torchmfbd: a flexible multi-object multi-frame blind deconvolution code,Astronomy and Astrophysics,success
"The DESI Y1 RR Lyrae catalog II: The metallicity dependency of pulsational properties, the shape of the RR Lyrae instability strip, and metal rich RR Lyrae",arXiv e-prints,success
Mass Transfer in Tidally Heated Stars Orbiting Massive Black Holes and Implications for Repeating Nuclear Transients,arXiv e-prints,success
A Systematic Search for Trace Molecules in Exoplanet K2-18 b,arXiv e-prints,success
A Catalogue of Ultracompact Mass-Transferring White Dwarf Binaries,Astronomy and Astrophysics,success
On the effects of radiation on mass transfer in binary stars,arXiv e-prints,success
Resonance Capture of a Test Particle by an Eccentric Planet in the Presence of Externally-Driven Apsidal Precession,arXiv e-prints,success
New cosmological constraints on the evolution of dark matter energy density,Physical Review D,success
"The Hot-Neptune Initiative (HONEI) I. Two hot sub-Neptunes on a close-in, eccentric orbit (TOI-5800 b) and a farther-out, circular orbit (TOI-5817 b)",Astronomy and Astrophysics,success
"Enhanced Mass Loss of Very Massive Stars: Impact on the Evolution, Binary Processes, and Remnant Mass Spectrum",Astronomy and Astrophysics,success
"Cislunar Mean-Motion Resonances: Definitions, Widths, and Comparisons with Resonant Satellites",arXiv e-prints,success
When relics were made: vigorous stellar rotation and low dark matter content in the massive ultra-compact galaxy GS-9209 at z=4.66,arXiv e-prints,success
Systematic Investigation into Radio Supernovae with Markov Chain Monte Carlo Analysis: Implications for Massive Stars' Mass Loss and Shock Acceleration Physics,arXiv e-prints,success
Mastering 3D-detection of Extensive Air Showers in Cherenkov Light,arXiv e-prints,success
"The ""Dark-Matter Dominated"" Galaxy Segue 1 Modeled with a Black Hole and no Dark Halo",arXiv e-prints,success
OTI on FIRE: Testing the Efficacy of Orbital Torus Imaging to Recover the Galactic Potential,The Astrophysical Journal,success
The NGC3109 Satellite System: The First Systematic Resolved Search for Dwarf Galaxies Around a SMC-mass Host,The Astrophysical Journal,success
Periodic variation of magnetoionic environment of a fast radio burst source,arXiv e-prints,success
Green Flash: Residual Emissions Enshrouded in Low-mass Balmer-break Galaxies at $z\sim5$,arXiv e-prints,success
Discovery of the Polar Ring Galaxies with deep learning,Astronomy and Astrophysics,success
"Asteroseismically Inferred Ages of 132,000 Red Giants with TESS",arXiv e-prints,success
Establishing a Connection Between the Jet and the Corona in Black Hole Low Mass X-Ray Binaries,The Astrophysical Journal,success
Origin of the asymmetric gas distribution near the co-orbital Lagrange points of an embedded planet,arXiv e-prints,success
NOEMA$^{\rm 3D}$: A first kpc resolution study of a $z\sim1.5$ main sequence barred galaxy channeling gas into a growing bulge,arXiv e-prints,success
Gravitationally Bound Gas Determines Star Formation in the Galaxy,Astronomy and Astrophysics,success
Emission Line Diagnostics for IMBHs in Dwarf Galaxies: Accounting for BH Seeding and ULX Excitation,The Astrophysical Journal,success
Commissioning of a Commercial CMOS Camera for the Application of Lucky Image Technique on the Lulin One-meter Telescope,arXiv e-prints,success
Infrared observations reveal the reprocessing envelope in the tidal disruption event AT 2019azh,arXiv e-prints,success
Outflowing shocked gas dominates the NIR H$_2$ emission from the dual AGN NGC6240,arXiv e-prints,success
Towards a TeV blazar sequence and its physical interpretation,arXiv e-prints,success
X-ray emission in IllustrisTNG circum-cluster environments. II -- Possible origins of the soft X-ray excess emission,arXiv e-prints,success
Exploring MAXI J1744-294: IXPE insights into a Newly Discovered X-ray Transient,arXiv e-prints,success
Impact of the large-scale cosmic web on the X-ray emitting circumgalactic medium,arXiv e-prints,success
X-ray emission signatures of galactic feedback in the hot circumgalactic medium: predictions from cosmological hydrodynamical simulations,The Astrophysical Journal,success
Identifying Long Radio Transients with Accompanying X-Ray Emission as Disk-Jet Precessing Black Holes: The Case of ASKAP J1832-0911,Astronomy and Astrophysics,success
Characterizing Density and Gravitational Potential Fluctuations of the Interstellar Medium,arXiv e-prints,success
The AURORA Survey: Tracing Galactic Outflows at $z\gtrsim2.5$ with JWST/NIRSpec NUV Absorption Lines,The Astrophysical Journal,success
Elemental Abundances in X-ray Binary Outflows,The Astrophysical Journal,success
The DECam MAGIC Survey: Spectroscopic Follow-up of the Most Metal-Poor Stars in the Distant Milky Way Halo,The Astrophysical Journal,success
Modeling Star Formation Histories of Changing-Look AGN Host Galaxies with Prospector,The Astrophysical Journal,success
Discovery of a 0.8-mHz quasi-periodic oscillations in the transient X-ray pulsar SXP31.0 and associated timing transitions,arXiv e-prints,success
A deep X-ray/UV look into the reflaring stage of the accreting millisecond pulsar SAX J1808.4-3658,arXiv e-prints,success
Understanding the Drag Torque in Common Envelope Evolution,arXiv e-prints,success
Simulated impact on LSST data of Starlink V1.5 and V2 satellites,The Astronomical Journal,success
James Webb Space Telescope Observations of the Nearby and Precisely-Localized FRB 20250316A: A Potential Near-IR Counterpart and Implications for the Progenitors of Fast Radio Bursts,The Astrophysical Journal,success
FRB 20250316A: A Brilliant and Nearby One-Off Fast Radio Burst Localized to 13 parsec Precision,The Astrophysical Journal,success
Euclid: An emulator for baryonic effects on the matter bispectrum,arXiv e-prints,success
Overmassive Black holes live in compact galaxies in the early Universe,arXiv e-prints,success
Truncations in the X-ray Halos of Early-Type Galaxies as a Tracer of Feedback and Mergers,The Astrophysical Journal,success
Dissecting the nanoHz gravitational wave sky: frequency-correlated anisotropy induced by eccentric supermassive black hole binaries,arXiv e-prints,success
Limits to star formation in post starburst galaxies from Type II supernovae,Research Notes of the American Astronomical Society,success
Low-metallicity nova explosions: a site for weak rp-process nucleosynthesis,The Astrophysical Journal,success
The ASAS-SN Low Surface Brightness Survey I: Proof-of-Concept and Potential Applications,arXiv e-prints,success
Multiplicity of young isolated planetary mass objects in Taurus and Upper Scorpius,arXiv e-prints,success
Cold gas in a post-starburst pair at z ~ 1.4: major mergers as a pathway to quenching in the HeavyMetal survey,arXiv e-prints,success
The dynamics of background evolution and structure formation in phase space: a semi-cosmographic reconstruction,Physics of the Dark Universe,success
The ejection and detectability of high- and hyper-velocity stars by compact object binaries in globular clusters,arXiv e-prints,success
DESI results and Dark Energy from QCD topological sectors,arXiv e-prints,success
Spectral Properties of Irradiated Circumbinary Disks around Binary Black Holes Governed by Hydrogen Opacities Dependent on Temperature and Density,arXiv e-prints,success
The radio properties of quasi-periodic X-ray eruption sources,Publications of the Astronomical Society of Australia,success
Gas motion in the ICM of the Virgo cluster replica,arXiv e-prints,success
Application of a modified commercial laser mass spectrometer as a science analog of the Mars Organic Molecule Analyzer (MOMA),arXiv e-prints,success
Chemical Signatures of Population III Stars in Damped Lyman-$α$ Absorption Systems at $z \approx 6$,arXiv e-prints,success
Taking a Break at Cosmic Noon: Continuum-selected Low-mass Galaxies Require Long Burst Cycles,arXiv e-prints,success
Stabilizing simulation-based cosmological Fisher forecasts: a case study using the Voronoi volume function,arXiv e-prints,success
Possibilities for SETI at High Energy,arXiv e-prints,success
Category-based Galaxy Image Generation via Diffusion Models,arXiv e-prints,success
Can AI Dream of Unseen Galaxies? Conditional Diffusion Model for Galaxy Morphology Augmentation,arXiv e-prints,success
Coevolution of Intracluster Light and Brightest Cluster Galaxies,arXiv e-prints,success
Project AMIGA: The Inner Circumgalactic Medium of Andromeda from Thick Disk to Halo,arXiv e-prints,success
Realistic consecutive galaxy mergers form eccentric PTA sources,Astronomy and Astrophysics,success
How invisible stellar halos bias our understanding of ultra-faint galaxies,The Astrophysical Journal,success
Modeling Targets and Optimal Frequencies for Imaging the Shadows of Nearby Supermassive Black Holes,arXiv e-prints,success
Super-Eddington Growth Ceiling: Analytic Constraints on the Rapid Growth of Light-Seed Black Holes in Massive Clumps,Monthly Notices of the Royal Astronomical Society,success
Novel $z\sim~10$ auroral line measurements extend the gradual offset of the FMR deep into the first Gyr of cosmic time,arXiv e-prints,success
A general relativistic magnetohydrodynamics extension to mesh-less schemes in the code GIZMO,Astronomy and Astrophysics,success
IIb or not IIb: A Catalog of ZTF Kilonova Imposters,Publications of the Astronomical Society of the Pacific,success
"Measurements of the z=4-10 X-ray Luminosity Function: the high space density of moderate-luminosity, obscured AGN",arXiv e-prints,success
(Re)-Defining Planets -- the Fundamental Plane of Planets,arXiv e-prints,success
A Dichotomy of the Mass-Metallicity Relation of Exoplanetary Atmospheres Demarcated by their Birthplace,arXiv e-prints,success
Testing Light Unaffiliated Mass Clumps in MACS 0416 on galaxy and galaxy cluster scales using JWST,Astronomy and Astrophysics,success
The Modeling Landscape of Extragalactic CO in CMB Surveys,arXiv e-prints,success
"The NIKA2 cosmological legacy survey at 2 mm: catalogs, colors, redshift distributions, and implications for deep surveys",arXiv e-prints,success
Perturbing AGN Accretion Disks with Stars and Moderately Massive Black Holes: Implications for Changing-Look AGN and Quasi-Periodic Eruptions,arXiv e-prints,success
Sagittarius A* near-infrared flares polarization as a probe of space-time I: Non-rotating exotic compact objects,arXiv e-prints,success
Modeling blazar broadband emission with convolutional neural networks -- III. proton synchrotron and hybrid models,The Astrophysical Journal,success
Multi-Model Framework for Reconstructing Gamma-Ray Burst Light Curves,Journal of High Energy Astrophysics,success
Kilonova constraints for the LIGO/Virgo/KAGRA neutron star merger candidate S250206dm: GW-MMADS observations,The Astrophysical Journal,success
Implications for dark energy of cosmic transparency in light of DESI data,arXiv e-prints,success
MOSDEF-3D: Keck/OSIRIS Maps of the Ionized ISM in $z \sim 2$ Galaxies,arXiv e-prints,success
Bahamas: BAyesian inference with HAmiltonian Montecarlo for Astrophysical Stochastic background,arXiv e-prints,success
Are Helium Atmospheres Hiding as Volatile-rich in Current Exoplanet Analysis Frameworks?,arXiv e-prints,success
DeepDive: A deep dive into the physics of the first massive quiescent galaxies in the Universe,arXiv e-prints,success
Braking index of the frequently glitching PSR J0537$-$6910,arXiv e-prints,success
Characterizing the Dynamics and Chemistry of Transiting Exoplanets with the Habitable World Observatory,arXiv e-prints,success
Probing Binary Neutron Star Merger Ejecta and Remnants with Gravitational Wave and Radio Observations,arXiv e-prints,success
A dynamical coherency gate for state recovery: Statistical requiem for the long arc of cislunar orbital mis-prediction,arXiv e-prints,success
Millimeter-wave observations of Euclid Deep Field South using the South Pole Telescope: A data release of temperature maps and catalogs,arXiv e-prints,success
"On Linking Planet Formation Models, Protoplanetary Disk Properties, and Mature Gas Giant Exoplanet Atmospheres",arXiv e-prints,success
Radioastron probing the fine structure of the flaring H2O maser in star-forming region G25.65+1.05,arXiv e-prints,success
Simulating High-Velocity Clouds in the Observational Plane: An Initial Study with the Smith Cloud,Monthly Notices of the Royal Astronomical Society,success
Spins of Black Holes in X-ray Binaries and the Tension with the Gravitational Wave Measurements,arXiv e-prints,success
Radiation-magnetohydrodynamic Simulations of Accretion Flow Formation After a Tidal Disruption Event,The Astrophysical Journal,success
Beneath the Surface: >85% of z>5.9 QSOs in Massive Host Galaxies are UV-Faint,arXiv e-prints,success
EMPRESS. XV. A New Determination of the Primordial Helium Abundance Suggesting a Moderately Low $Y_\mathrm{P}$ Value,arXiv e-prints,success
Critical Metallicity of Cool Supergiant Formation. II. Physical Origin,arXiv e-prints,success
Testing the Young FRB Progenitor Hypothesis: A Crossmatch of Catalog-1 CHIME Bursts with Historic Local Universe Supernovae,The Astrophysical Journal,success
New insights on low-mass dark matter subhalo tidal tracks via numerical simulations,Monthly Notices of the Royal Astronomical Society,success
Enhanced gas-phase metallicities and suppressed outflows for galaxies in a rich cluster core at cosmic noon,The Astrophysical Journal,success
Sampling Bayesian probabilities given only sampled priors,arXiv e-prints,success
Monte Carlo simulations of relativistic shock breakout from a stellar wind,arXiv e-prints,success
The VLA Frontier Fields Survey: A 6GHz High-resolution Radio Survey of Abell 2744,arXiv e-prints,success
An Earth-like Density for the Temperate Earth-sized Planet GJ 12b,The Astronomical Journal,success
Relativistic van Allen belts in magnetospheres of pulsars and white dwarfs,arXiv e-prints,success
A Sibling of AR Scorpii: SDSS J230641.47$+$244055.8 and the Observational Blueprint of White Dwarf Pulsars,Monthly Notices of the Royal Astronomical Society,success
The Low Mass Dwarf Host Galaxy of Non-Repeating FRB 20230708A,arXiv e-prints,success
Dynamical friction and massive black hole orbits: analytical predictions and numerical solutions,Astronomy and Astrophysics,success
Interior rotation modelling of the $β$ Cep pulsator HD 192575 including multiplet asymmetries,Astronomy and Astrophysics,success
A Bayesian approach to modelling spectrometer data chromaticity corrected using beam factors -- II. Model priors and posterior odds,Monthly Notices of the Royal Astronomical Society,success
In-flight calibration of the Lobster Eye Imager for Astronomy,arXiv e-prints,success
High resolution ALMA observations of H$_2$S in LIRGS (Dense gas and shocks in outflows and CNDs),Astronomy and Astrophysics,success
Low-Luminosity Type IIP Supernovae from the Zwicky Transient Facility Census of the Local Universe. II: Lightcurve Analysis,arXiv e-prints,success
