title,abs_journal,status
Evolution of Accretion Properties in Mrk 1040 using long-term X-ray Observations,arXiv e-prints,success
A Seyfert galaxy as a hidden counterpart to a neutrino-associated blazar,arXiv e-prints,success
Tidally Trapped Two-pole Pulsations Discovered in a Close Binary with a Massive $β$ Cephei Star,arXiv e-prints,success
Connecting disc-corona physics and ionised outflows in AGN in the 2040s,arXiv e-prints,success
Abundance Stratification in Type Iax SN 2020rea with TARDIS,arXiv e-prints,success
H.E.S.S. detection and multi-wavelength study of the $z \sim$ 1 blazar PKS 0346$-$27,arXiv e-prints,success
Improved lanthanide constraints for the kilonova AT 2017gfo,arXiv e-prints,success
From Nbody1 to Nbody7: the Growth of Sverres Industry,arXiv e-prints,success
$S_8-H_0$ tension in a SI-ULDM scenario,arXiv e-prints,success
The Likelihood of Hosting Undetected Brown Dwarfs in the Solar Vicinity,arXiv e-prints,success
"Self-Gravitating Scalar Field Configurations, Ultra Light Dark Matter and Galactic Scale Observations",arXiv e-prints,success
Integrated Sachs-Wolfe maps from the Gower Street $w$CDM simulations,arXiv e-prints,success
A millimeter methanol maser ring tracing the deceleration of the heat wave powered by the massive protostellar accretion outburst in G358.93-0.03 MM1,arXiv e-prints,success
A closer look at the young stellar group around Sh 2-295,arXiv e-prints,success
OmniCosmos: Transferring Particle Physics Knowledge Across the Cosmos,arXiv e-prints,success
Turbulence-Driven Corrugation of Collisionless Fast-Magnetosonic Shocks,arXiv e-prints,success
A Convolutional Neural Network for the Recovery of Transfer Functions From Velocity-Resolved Reverberation Mapping Data,arXiv e-prints,success
Picture an Astronomer: Best Practices for Retaining Talent in Astrophysics,arXiv e-prints,success
Nine years of UVIT: assessing sensitivity variation,arXiv e-prints,success
"Understanding Solar Flares and Energetic Events: Open questions, observational requirements, and instrumental needs over the coming decade",arXiv e-prints,success
3D Radiative MHD Modeling of Particle Beam Heating of the Solar Atmosphere,arXiv e-prints,success
The Redshifts from 122 Bands: Comparative Redshift Forecast for Low-Resolution Spectra from SPHEREx and 7-Dimensional Sky Survey (7DS),arXiv e-prints,success
Seafloor Weathering and Stochastic Outgassing Unlikely to Significantly Shorten the Future Lifespan of Earth's Terrestrial Biosphere,The Astrophysical Journal,success
Evidence for the transition from thermal to non-thermal emission in the prompt emission of GRB 161117A,arXiv e-prints,success
Inferring Solar Magnetic fields From the Polarization of the Mg II h and k Lines,arXiv e-prints,success
Dust destruction in bubbles driven by multiple supernovae explosions,arXiv e-prints,success
An Effective Theory for Biased Tracers via the Boltzmann-Equation Approach,arXiv e-prints,success
Destruction of the interstellar dust by a supernova,arXiv e-prints,success
The role of PSR J0614-3329 in defining the high-density matter at Neutron star cores,arXiv e-prints,success
Coronal flux tube illuminated by strong shock spot: New Year's Eve solar eruption of 2023-Dec-31,arXiv e-prints,success
AstroReview: An LLM-driven Multi-Agent Framework for Telescope Proposal Peer Review and Refinement,arXiv e-prints,success
LUNCH: A Lightweight Unified Deep-Learning Framework for General Transients Classification in High-Energy Time-Domain Astronomy,arXiv e-prints,success
TTC: Transformer-based TDE Classifier for the Wide Field Survey Telescope (WFST),arXiv e-prints,success
Scalable Stellar Parameter Inference Using Python-based LASP: From CPU Optimization to GPU Acceleration,The Astrophysical Journal,success
Resolving the Origins and Pathways of Ionizing Radiation Escape with UV Integral Field Spectroscopy,arXiv e-prints,success
Cosmological dynamics and observational constraints of an interacting early scalar field coupled to radiation,arXiv e-prints,success
Discovery of a galaxy associated with the HI cloud FAST J0139+4328,arXiv e-prints,success
Searching for Periodicity in FRB 20240114A,arXiv e-prints,success
Cosmic Himalayas in CROCODILE : Probing the Extreme Quasar Overdensities by Count-in-Cells analysis and Nearest Neighbor Distribution,arXiv e-prints,success
Multi-Frequency Study of FRB20201124A with the uGMRT,arXiv e-prints,success
"Distributions of wide binary stars in theory and in Gaia data: III. Orbital momenta, masses, and manifestations of MOND",arXiv e-prints,success
Towards precision cosmology with Voids x CMB correlations (I): Roman-Agora mock catalogs and pipeline validation,arXiv e-prints,success
Feeling Blue: Constructing a Robust SALT3 UV Template and Constraining its Redshift Dependency,arXiv e-prints,success
